gene_id,mean,median,gene_name,chromosome_name,genomic_strand,TSS,split
ENSG00000188112,2.876992608695652,2.6139,C6orf132,6,-,42142604,train
ENSG00000188120,0.0334030434782608,0.0,DAZ1,Y,-,23199008,train
ENSG00000188124,0.1780091304347826,0.1379,OR2AG2,11,-,6771976,train
ENSG00000188130,1.2248360869565218,0.98065,MAPK12,22,-,50261669,train
ENSG00000188133,0.1377539130434782,0.046,TMEM215,9,+,32783554,train
ENSG00000188152,0.7886869565217393,0.7272000000000001,NUTM2G,9,+,96928310,train
ENSG00000188153,4.006180869565217,2.7545,COL4A5,X,+,108439779,train
ENSG00000188155,0.0057382608695652,0.0,KRTAP10-6,21,-,44592505,train
ENSG00000188157,16.41413608695652,14.5089,AGRN,1,+,1020068,train
ENSG00000188158,4.4245,3.0203,NHS,X,+,17375232,train
ENSG00000188162,0.0188052173913043,0.003,OTOG,11,+,17547253,train
ENSG00000188163,0.2440343478260869,0.1543999999999999,CIMIP2A,9,-,137247750,train
ENSG00000188167,4.292609565217391,4.180300000000001,TMPPE,3,-,33096794,train
ENSG00000188171,2.8077582608695653,2.11085,ZNF626,19,-,20661562,train
ENSG00000188175,0.7590473913043477,0.07185,HEPACAM2,7,-,93226449,train
ENSG00000188176,0.5328873913043479,0.3244,SMTNL2,17,+,4584521,train
ENSG00000188177,5.035065217391304,4.68935,ZC3H6,2,+,112275587,valid
ENSG00000188186,19.049180000000003,18.042,LAMTOR4,7,+,100148938,train
ENSG00000188191,2.691993043478261,2.3373,PRKAR1B,7,-,712437,train
ENSG00000188199,0.3708734782608694,0.3207,NUTM2B,10,+,79703227,train
ENSG00000188211,1.3873547826086956,1.0451,NCR3LG1,11,+,17351800,train
ENSG00000188215,7.348154782608696,6.84535,DCUN1D3,16,-,20900319,train
ENSG00000188219,0.6600230434782608,0.027,POTEE,2,+,131218351,train
ENSG00000188227,1.356651304347826,1.2150500000000002,ZNF793,19,+,37506910,train
ENSG00000188229,81.23151782608696,75.28675000000001,TUBB4B,9,+,137241277,train
ENSG00000188234,2.1064565217391307,2.0681000000000003,AGAP4,10,-,45844503,test
ENSG00000188243,11.18864695652174,10.63275,COMMD6,13,-,75537809,train
ENSG00000188257,1.99269695652174,0.4901999999999999,PLA2G2A,1,-,19979609,train
ENSG00000188263,0.4693117391304348,0.2299999999999999,IL17REL,22,-,50012749,train
ENSG00000188266,0.9010747826086958,0.7815000000000001,HYKK,15,+,78513089,train
ENSG00000188269,0.0433586956521739,0.0127,OR7A5,19,-,14835163,train
ENSG00000188277,1.9670252173913043,1.76185,C15orf62,15,+,40769973,train
ENSG00000188282,0.5779660869565217,0.4059,RUFY4,2,+,218069249,train
ENSG00000188283,1.549253043478261,1.4971,ZNF383,19,+,37218174,train
ENSG00000188290,5.233271739130435,4.3699,HES4,1,-,1000087,train
ENSG00000188293,0.3643291304347826,0.04775,IGFL1,19,+,46229731,train
ENSG00000188295,5.1190052173913045,4.8625,ZNF669,1,-,247104316,train
ENSG00000188305,0.284781304347826,0.2552,PEAK3,19,-,2282175,train
ENSG00000188306,0.5007004347826087,0.25755,LRRIQ4,3,+,169812870,train
ENSG00000188312,0.9111404347826086,0.88595,CENPP,9,+,92325911,train
ENSG00000188313,22.82563434782609,21.9888,PLSCR1,3,-,146544578,train
ENSG00000188315,1.4128560869565214,1.31275,C3orf62,3,-,49277189,train
ENSG00000188316,0.5457443478260869,0.4962499999999999,ENO4,10,+,116849487,train
ENSG00000188321,3.402248695652174,3.2418,ZNF559,19,+,9324165,train
ENSG00000188322,2.0372865217391305,1.52135,SBK1,16,+,28292483,train
ENSG00000188324,0.0017943478260869,0.0,OR6C6,12,-,55296569,train
ENSG00000188334,0.000171304347826,0.0,BSPH1,19,-,47992169,valid
ENSG00000188338,0.2108921739130434,0.04735,SLC38A3,3,+,50205247,train
ENSG00000188340,0.0095326086956521,0.0,OR6N2,1,-,158781204,train
ENSG00000188342,7.126165217391304,7.01005,GTF2F2,13,+,45120448,test
ENSG00000188343,3.0202913043478263,2.8277,CIBAR1,8,+,93700550,train
ENSG00000188352,10.339924347826088,9.9358,FOCAD,9,+,20658309,train
ENSG00000188368,0.2413839130434782,0.1771,PRR19,19,+,42302124,valid
ENSG00000188372,1.3201899999999998,1.07635,ZP3,7,+,76397515,test
ENSG00000188373,0.0390834782608695,0.0,GPR15LG,10,+,84173801,test
ENSG00000188375,0.2324443478260869,0.21055,H3-5,12,-,31792298,train
ENSG00000188379,0.0037591304347826,0.0,IFNA2,9,-,21385395,train
ENSG00000188385,0.2492143478260869,0.0982,JAKMIP3,10,+,132104721,train
ENSG00000188386,0.0224404347826086,0.0097,PPP3R2,9,-,101594917,train
ENSG00000188389,1.6940260869565216,1.234,PDCD1,2,-,241858879,train
ENSG00000188393,0.2109895652173913,0.0201,CLEC2A,12,-,9932361,train
ENSG00000188394,2.2172930434782607,2.1906,GPR21,9,+,123033509,train
ENSG00000188396,1.7479608695652171,1.5179,DYNLT4,1,-,44807351,train
ENSG00000188404,8.917667826086957,6.9706,SELL,1,-,169711604,train
ENSG00000188408,0.0016143478260869,0.0,MAGEB5,X,+,26216169,train
ENSG00000188419,5.633396086956521,5.2520500000000006,CHM,X,-,86047527,train
ENSG00000188425,0.0033865217391304,0.0,NANOS2,19,-,45914775,train
ENSG00000188428,5.432223913043478,5.277150000000001,BLOC1S5,6,-,8018059,train
ENSG00000188452,1.073190434782609,0.6746000000000001,CERKL,2,-,181657096,train
ENSG00000188467,0.032881304347826,0.0211,SLC24A5,15,+,48120982,train
ENSG00000188483,2.221604782608696,1.87995,IER5L,9,-,129178247,train
ENSG00000188486,13.11839608695652,10.74655,H2AX,11,-,119095449,train
ENSG00000188487,0.2119543478260869,0.07725,INSC,11,+,15114916,train
ENSG00000188488,0.6564369565217393,0.1683,SERPINA5,14,+,94581407,train
ENSG00000188493,1.6945056521739132,1.6436,ACTMAP,19,-,40741680,train
ENSG00000188501,0.11956,0.1013999999999999,LCTL,15,-,66565960,train
ENSG00000188505,1.188941304347826,0.27785,NCCRP1,19,+,39196956,train
ENSG00000188508,0.161905652173913,0.10035,KRTDAP,19,-,35490456,train
ENSG00000188517,2.851073478260869,0.107,COL25A1,4,-,109302650,train
ENSG00000188522,2.2086704347826087,2.00115,FAM83G,17,-,19004727,train
ENSG00000188523,0.2646973913043478,0.1653,CFAP77,9,+,132410043,train
ENSG00000188529,15.208702608695653,14.73865,SRSF10,1,-,23980319,train
ENSG00000188536,11.16267260869565,6.14055,HBA2,16,+,172876,train
ENSG00000188542,1.7961247826086957,1.65705,DUSP28,2,+,240560344,train
ENSG00000188549,2.474961304347827,2.1189,CCDC9B,15,-,40338040,train
ENSG00000188554,25.40802956521739,24.70075,NBR1,17,+,43171187,train
ENSG00000188559,22.170061304347826,20.3966,RALGAPA2,20,-,20712626,train
ENSG00000188566,4.011681304347826,3.78095,NDOR1,9,+,137205661,valid
ENSG00000188573,0.2333073913043478,0.0905,FBLL1,5,+,168529284,train
ENSG00000188580,0.1937195652173913,0.1113,NKAIN2,6,+,123804165,train
ENSG00000188581,0.0248321739130434,0.0,KRTAP1-1,17,-,41041447,train
ENSG00000188582,0.0481104347826087,0.0023,PAQR9,3,-,142963587,train
ENSG00000188585,0.0206452173913043,0.00955,CLEC20A,1,-,178499634,train
ENSG00000188596,1.8469560869565225,1.43725,CFAP54,12,+,96489571,train
ENSG00000188603,0.3292726086956521,0.308,CLN3,16,-,28492036,train
ENSG00000188610,0.397584347826087,0.3046,FAM72B,1,-,121183398,train
ENSG00000188611,0.3058926086956521,0.27395,ASAH2,10,-,50279715,train
ENSG00000188612,28.1994047826087,26.94855,SUMO2,17,-,75182951,train
ENSG00000188613,0.7853856521739132,0.6811499999999999,NANOS1,10,+,119029711,train
ENSG00000188620,0.0369173913043478,0.00895,HMX3,10,+,123135956,train
ENSG00000188624,0.5094613043478261,0.2269499999999999,IGFL3,19,-,46124657,train
ENSG00000188626,0.252041304347826,0.20435,GOLGA8M,15,-,28712421,train
ENSG00000188629,0.1360560869565217,0.1167499999999999,ZNF177,19,+,9324286,valid
ENSG00000188636,9.182673913043478,8.72115,RTL6,22,-,44498233,train
ENSG00000188641,24.445666956521737,21.84645,DPYD,1,-,97920987,train
ENSG00000188643,52.1640143478261,43.38345,S100A16,1,-,153612980,train
ENSG00000188647,13.171106956521742,12.23455,PTAR1,9,-,69759932,train
ENSG00000188649,0.9668165217391304,0.912,CC2D2B,10,+,95999764,train
ENSG00000188655,0.0089530434782608,0.0,RNASE9,14,-,20561040,train
ENSG00000188659,1.2275734782608696,0.8089500000000001,SAXO2,15,+,82262818,train
ENSG00000188672,0.6816469565217391,0.42895,RHCE,1,-,25430147,test
ENSG00000188674,0.0135282608695652,0.0,C2orf80,2,-,208187003,test
ENSG00000188676,0.4481434782608695,0.27485,IDO2,8,+,39934646,train
ENSG00000188677,2.3169317391304345,2.11265,PARVB,22,+,44024269,train
ENSG00000188687,0.5427621739130436,0.34005,SLC4A5,2,-,74290332,train
ENSG00000188690,3.933884782608696,3.78785,UROS,10,-,125823221,train
ENSG00000188691,0.0382373913043478,0.0,OR56A5,11,-,5968494,train
ENSG00000188694,0.0032334782608695,0.0,KRTAP24-1,21,-,30282947,train
ENSG00000188706,28.945424347826084,24.7895,ZDHHC9,X,-,129843805,train
ENSG00000188710,0.37778,0.31475,QRFP,9,-,130893756,train
ENSG00000188725,16.027651739130434,15.53695,SMIM15,5,-,61162468,valid
ENSG00000188729,0.064465652173913,0.0269,OSTN,3,+,191199234,train
ENSG00000188730,0.0303634782608695,0.01605,VWC2,7,+,49773630,train
ENSG00000188732,1.7953391304347823,1.67205,FAM221A,7,+,23680184,train
ENSG00000188735,2.44944,2.32155,TMEM120B,12,+,121712740,train
ENSG00000188738,1.1870904347826088,0.8402499999999999,FSIP2,2,+,185746711,train
ENSG00000188739,0.6069691304347825,0.5788500000000001,RBM34,1,-,235161215,train
ENSG00000188747,7.93235,7.32975,NOXA1,9,+,137423376,train
ENSG00000188760,0.8263804347826087,0.6785,TMEM198,2,+,219544002,train
ENSG00000188761,2.3421478260869564,1.56935,BCL2L15,1,-,113887575,train
ENSG00000188763,0.5134934782608697,0.14485,FZD9,7,+,73433762,train
ENSG00000188766,0.556288695652174,0.39575,SPRED3,19,+,38389787,train
ENSG00000188770,0.0531930434782608,0.02045,OPTC,1,+,203494117,train
ENSG00000188771,0.5728404347826088,0.5069,PLET1,11,-,112260860,train
ENSG00000188778,0.0474986956521739,0.0307,ADRB3,8,-,37966583,train
ENSG00000188779,0.1116817391304347,0.0964,SKOR1,15,+,67823334,train
ENSG00000188782,0.0381865217391304,0.0263,CATSPER4,1,+,26190575,test
ENSG00000188783,5.841440434782609,5.08465,PRELP,1,+,203475759,train
ENSG00000188784,0.0161465217391304,0.0,PLA2G2E,1,-,19923629,train
ENSG00000188785,3.5443308695652176,3.52975,ZNF548,19,+,57389840,train
ENSG00000188786,4.190322173913044,3.8778,MTF1,1,-,37859584,train
ENSG00000188800,0.0644230434782608,0.0432,TMCO2,1,+,40247926,train
ENSG00000188803,0.2185134782608695,0.1096999999999999,SHISA6,17,+,11241188,train
ENSG00000188807,1.339315652173913,1.1349,TMEM201,1,+,9588863,train
ENSG00000188811,9.494398695652173,9.2242,NHLRC3,13,+,39038348,train
ENSG00000188816,0.0321365217391304,0.0,HMX2,10,+,123148129,train
ENSG00000188817,0.9191569565217392,0.5094000000000001,SNTN,3,+,63652663,test
ENSG00000188818,2.469268695652174,1.807,ZDHHC11,5,-,850561,train
ENSG00000188820,1.1536230434782608,0.6885,CALHM6,6,+,116461370,train
ENSG00000188822,0.3865239130434783,0.2241,CNR2,1,-,23913354,train
ENSG00000188827,2.212692608695652,2.1032,SLX4,16,-,3611577,train
ENSG00000188833,1.0070208695652174,0.63495,ENTPD8,9,-,137441337,train
ENSG00000188846,31.399451304347824,29.06005,RPL14,3,+,40457326,train
ENSG00000188848,0.2067939130434782,0.0880499999999999,BEND4,4,-,42152283,test
ENSG00000188859,0.3625060869565217,0.3022,FAM78B,1,-,166166973,train
ENSG00000188868,2.029823478260869,1.929,ZNF563,19,-,12333626,train
ENSG00000188869,0.3724726086956522,0.289,TMC3,15,-,81374205,valid
ENSG00000188877,0.0207773913043478,0.0,POTEA,8,+,43292087,train
ENSG00000188878,1.1211300000000002,1.04335,FBF1,17,-,75941035,train
ENSG00000188883,1.6062395652173915,0.7151000000000001,KLRG2,7,-,139483656,train
ENSG00000188886,0.1514886956521739,0.10035,ASTL,2,-,96137777,train
ENSG00000188895,12.718443478260868,12.415,MSL1,17,+,40122277,train
ENSG00000188906,34.80658347826087,23.655900000000003,LRRK2,12,+,40224962,train
ENSG00000188909,0.0741443478260869,0.0,BSX,11,-,122981821,train
ENSG00000188910,2.495575217391305,0.92165,GJB3,1,+,34781201,train
ENSG00000188916,3.8399817391304345,3.1794,INSYN2A,10,-,127177009,train
ENSG00000188917,10.04520739130435,9.03665,TRMT2B,X,-,101052087,train
ENSG00000188921,3.7678291304347824,3.7746,HACD4,9,-,21026745,train
ENSG00000188931,15.317543913043478,13.68165,CFAP126,1,-,161367876,train
ENSG00000188937,0.006641304347826,0.0,NYX,X,+,41447322,train
ENSG00000188938,5.889787391304348,5.67075,FAM120AOS,9,-,93451546,train
ENSG00000188958,0.1875326086956521,0.1521,UTS2B,3,-,191282261,test
ENSG00000188959,4.702061304347826,3.29545,C9orf152,9,-,110207513,train
ENSG00000188976,11.34226652173913,10.29745,NOC2L,1,-,959240,train
ENSG00000188981,0.3248960869565217,0.31115,MSANTD1,4,+,3249159,test
ENSG00000188984,0.0016495652173913,0.0,AADACL3,1,+,12716108,train
ENSG00000188986,15.195845652173915,14.5615,NELFB,9,+,137255327,train
ENSG00000188991,0.5821547826086957,0.13145,SLC15A5,12,-,16277708,train
ENSG00000188992,0.161865652173913,0.1276499999999999,LIPI,21,-,14210916,train
ENSG00000188993,0.7920178260869565,0.288,LRRC66,4,-,52017931,train
ENSG00000188994,12.24211304347826,11.90875,ZNF292,6,+,87155544,train
ENSG00000188996,1.0544104347826089,1.0046499999999998,HUS1B,6,-,656974,train
ENSG00000188997,2.632879130434782,2.31935,KCTD21,11,-,78188610,train
ENSG00000189001,0.4472234782608694,0.04955,SBSN,19,-,35528300,train
ENSG00000189007,2.44621,2.2193500000000004,ADAT2,6,-,143450662,train
ENSG00000189013,0.2784926086956521,0.1467,KIR2DL4,19,+,54803604,train
ENSG00000189023,0.0416504347826087,0.0,MAGEB16,X,+,35798313,train
ENSG00000189030,0.0482686956521739,0.03825,VHLL,1,-,156299307,train
ENSG00000189037,0.0034269565217391,0.0,DUSP21,X,+,44844015,train
ENSG00000189042,3.4426752173913044,3.12525,ZNF567,19,+,36687580,train
ENSG00000189043,28.72904869565217,27.6596,NDUFA4,7,-,10940123,train
ENSG00000189045,3.6842469565217386,2.2885,ANKDD1B,5,+,75611465,train
ENSG00000189046,3.486210434782609,2.9583,ALKBH2,12,-,109093459,train
ENSG00000189050,4.0513260869565215,3.742,RNFT1,17,-,59964714,train
ENSG00000189051,0.1671113043478261,0.11975,RNF222,17,-,8397814,train
ENSG00000189052,0.2749443478260869,0.0,CGB5,19,+,49043842,train
ENSG00000189056,1.3957099999999998,0.6124499999999999,RELN,7,-,103989649,train
ENSG00000189057,5.399572173913044,4.18355,FAM111B,11,+,59107228,train
ENSG00000189058,12.569524782608696,5.2236,APOD,3,-,195583931,train
ENSG00000189060,60.30593130434782,55.5215,H1-0,22,+,37805229,train
ENSG00000189064,0.1739221739130434,0.0,GAGE2A,X,+,49589496,train
ENSG00000189067,29.98070391304348,28.817,LITAF,16,-,11586911,train
ENSG00000189068,0.1901895652173913,0.1327499999999999,VSTM1,19,-,54063905,train
ENSG00000189077,9.003509130434782,8.656,TMEM120A,7,-,75994579,train
ENSG00000189079,9.428339565217392,9.12345,ARID2,12,+,45729681,train
ENSG00000189090,0.0143230434782608,0.0,FAM25G,10,-,47490407,train
ENSG00000189091,18.11769173913044,17.2466,SF3B3,16,+,70523782,valid
ENSG00000189108,0.8795039130434783,0.30255,IL1RAPL2,X,+,104566193,valid
ENSG00000189114,2.0327486956521743,1.99145,BLOC1S3,19,+,45178739,train
ENSG00000189120,1.45119,0.5459,SP6,17,-,47851155,train
ENSG00000189127,0.7106134782608696,0.18655,ANKRD34B,5,-,80570235,train
ENSG00000189129,4.206397826086956,3.57615,PLAC9,10,+,80132722,train
ENSG00000189132,0.0009017391304347,0.0,FAM47B,X,+,34942790,train
ENSG00000189134,0.3115930434782608,0.26185,NKAPL,6,+,28259285,train
ENSG00000189139,0.1176091304347826,0.02325,FSCB,14,-,44507271,valid
ENSG00000189143,52.81570826086956,47.8958,CLDN4,7,+,73830988,train
ENSG00000189144,3.4118630434782604,3.20585,ZNF573,19,-,37779575,train
ENSG00000189152,0.0136004347826086,0.0,GRAPL,17,+,19127564,train
ENSG00000189157,0.5937734782608696,0.4921999999999999,FAM47E,4,+,76251694,valid
ENSG00000189159,25.592408260869565,21.7053,JPT1,17,-,75154512,train
ENSG00000189164,1.790235652173913,1.6992,ZNF527,19,+,37371152,train
ENSG00000189167,0.0644713043478261,0.0448,ZAR1L,13,-,32315422,test
ENSG00000189169,0.02335,0.0,KRTAP10-12,21,+,44697172,train
ENSG00000189171,8.27943652173913,7.26,S100A13,1,-,153627499,train
ENSG00000189180,14.842838260869565,14.09595,ZNF33A,10,+,38010618,test
ENSG00000189182,0.0012886956521739,0.0,KRT77,12,-,52703521,train
ENSG00000189184,2.83476,2.53945,PCDH18,4,-,137532452,train
ENSG00000189186,0.0293217391304347,0.0,DCAF8L2,X,+,27746783,train
ENSG00000189190,3.585083043478261,3.3876,ZNF600,19,-,52786742,train
ENSG00000189195,2.4309786956521737,2.2919,BTBD8,1,+,92080309,train
ENSG00000189221,30.68667695652174,22.7299,MAOA,X,+,43656290,train
ENSG00000189227,0.4786626086956522,0.4454,C15orf61,15,+,67521156,valid
ENSG00000189233,1.902797391304348,1.39785,NUGGC,8,-,28083850,train
ENSG00000189241,7.590830434782609,7.3345,TSPYL1,6,-,116279881,train
ENSG00000189252,0.0076821739130434,0.0,SPANXN3,X,-,143517473,train
ENSG00000189253,0.0021195652173913,0.0,TRIM64B,11,-,89878487,train
ENSG00000189266,34.99096347826087,33.92085,PNRC2,1,+,23959797,train
ENSG00000189269,0.7819699999999999,0.6591,DRICH1,22,-,23632321,train
ENSG00000189280,0.8182517391304347,0.3016999999999999,GJB5,1,+,34755012,train
ENSG00000189283,1.3906491304347828,1.2527499999999998,FHIT,3,-,61251376,valid
ENSG00000189292,0.9142582608695652,0.7365999999999999,ALKAL2,2,-,286919,train
ENSG00000189298,3.156108695652174,2.9337,ZKSCAN3,6,+,28349908,train
ENSG00000189299,0.0374469565217391,0.0,FOXR2,X,+,55623400,train
ENSG00000189306,4.917632608695652,4.71045,RRP7A,22,-,42519782,train
ENSG00000189308,4.722984782608696,4.65185,LIN54,4,-,83012846,train
ENSG00000189319,5.591959565217391,5.30165,FAM53B,10,-,124744280,train
ENSG00000189320,0.8344908695652175,0.66605,FAM180A,7,-,135748786,train
ENSG00000189325,0.7167565217391304,0.1705499999999999,BNIP5,6,-,36336888,train
ENSG00000189326,0.0144434782608695,0.0,SPANXN4,X,+,143025925,train
ENSG00000189334,68.91587739130433,54.4966,S100A14,1,-,153616313,train
ENSG00000189337,0.943884347826087,0.7409,KAZN,1,+,14924100,train
ENSG00000189339,7.406093913043479,6.9625,SLC35E2B,1,-,1692794,train
ENSG00000189348,0.003495652173913,0.0,FAM90A27P,19,+,53277462,train
ENSG00000189350,0.5047165217391304,0.3089,TOGARAM2,2,+,28956611,train
ENSG00000189357,0.0,0.0,SPATA31D4,9,+,81928428,train
ENSG00000189362,3.210225652173913,3.0653,NEMP2,2,-,190525325,train
ENSG00000189367,0.1968491304347826,0.1201,KIAA0408,6,-,127459366,train
ENSG00000189369,4.024893043478261,3.8476,GSPT2,X,+,51743401,test
ENSG00000189375,0.0023743478260869,0.0,TBC1D28,17,-,18642424,train
ENSG00000189376,1.8941386956521735,1.71055,C8orf76,8,-,123241336,test
ENSG00000189377,63.95462130434783,49.1918,CXCL17,19,-,42442939,train
ENSG00000189401,0.0079604347826086,0.0,OTUD6A,X,+,70062453,train
ENSG00000189403,22.13257956521739,21.4437,HMGB1,13,-,30465923,train
ENSG00000189409,0.1629417391304348,0.1267,MMP23B,1,+,1632167,train
ENSG00000189410,0.1061899999999999,0.04495,SH2D5,1,-,20732133,train
ENSG00000189420,0.7730921739130435,0.7035,ZFP92,X,+,153411472,train
ENSG00000189430,0.2919952173913043,0.21835,NCR1,19,+,54906141,train
ENSG00000189431,2.2623986956521738,1.5101,RASSF10,11,+,13009306,train
ENSG00000189433,0.3078591304347826,0.07675,GJB4,1,+,34759738,train
ENSG00000196071,0.0109778260869565,0.0,OR2L13,1,+,247937157,train
ENSG00000196072,9.02171304347826,8.6848,BLOC1S2,10,-,100286660,train
ENSG00000196074,3.2677086956521744,1.5179,SYCP2,20,-,59933626,train
ENSG00000196081,1.1055126086956524,0.94985,ZNF724,19,-,23250388,test
ENSG00000196083,5.3331339130434765,4.909750000000001,IL1RAP,3,+,190514066,train
ENSG00000196090,0.5911269565217392,0.20185,PTPRT,20,-,43189896,train
ENSG00000196091,2.9151865217391304,0.04385,MYBPC1,12,+,101594961,train
ENSG00000196092,0.5594443478260869,0.3233,PAX5,9,-,37034472,train
ENSG00000196098,0.0241373913043478,0.0,OR5K4,3,+,98353854,train
ENSG00000196099,0.0078121739130434,0.0,OR6M1,11,-,123806349,train
ENSG00000196104,0.4523786956521739,0.1368,SPOCK3,4,-,167234481,train
ENSG00000196110,2.092823478260869,1.97585,ZNF699,19,-,9309838,train
ENSG00000196116,8.043938695652175,7.81345,TDRD7,9,+,97412062,train
ENSG00000196118,0.2504839130434782,0.215,CFAP119,16,-,30759724,train
ENSG00000196119,0.0430430434782608,0.0043,OR8A1,11,+,124569997,test
ENSG00000196123,4.548793043478262,4.2692,MATCAP1,16,-,67176455,train
ENSG00000196126,539.2744600000001,527.2608,HLA-DRB1,6,-,32589787,train
ENSG00000196131,0.0098534782608695,0.0,VN1R2,19,+,53258292,train
ENSG00000196132,0.3533504347826087,0.0456499999999999,MYT1,20,+,64164446,train
ENSG00000196136,0.8291826086956523,0.19995,SERPINA3,14,+,94612383,train
ENSG00000196139,19.77915652173913,6.4682,AKR1C3,10,+,5094403,train
ENSG00000196141,10.536764347826086,9.68155,SPATS2L,2,+,200306649,train
ENSG00000196150,3.3706556521739124,2.98745,ZNF250,8,-,144902088,train
ENSG00000196151,8.656416956521738,8.2634,WDSUB1,2,-,159286647,train
ENSG00000196152,5.051104347826087,4.9306,ZNF79,9,+,127424374,train
ENSG00000196154,84.92538086956522,53.6103,S100A4,1,-,153545794,train
ENSG00000196155,3.7239313043478255,3.1324,PLEKHG4,16,+,67279509,test
ENSG00000196156,0.0007047826086956,0.0,KRTAP4-3,17,-,41168219,train
ENSG00000196159,4.951238260869565,4.41925,FAT4,4,+,125490415,train
ENSG00000196169,0.4427565217391304,0.266,KIF19,17,+,74326207,train
ENSG00000196171,0.0027973913043478,0.0,OR6K2,1,-,158700652,train
ENSG00000196172,1.8680973913043477,1.7338,ZNF681,19,-,23758878,train
ENSG00000196177,7.941791739130434,5.98885,ACADSB,10,+,123008966,train
ENSG00000196182,9.17600652173913,8.56945,STK40,1,-,36385889,valid
ENSG00000196187,17.97775739130435,16.46855,TMEM63A,1,-,225882316,valid
ENSG00000196188,61.51016608695653,23.564,CTSE,1,+,206023820,train
ENSG00000196189,5.739339999999999,4.73295,SEMA4A,1,+,156154515,test
ENSG00000196196,0.6868721739130434,0.50935,HRCT1,9,+,35906179,train
ENSG00000196199,15.06534347826087,14.65235,MPHOSPH8,13,+,19633642,train
ENSG00000196208,1.3308978260869564,0.5189,GREB1,2,+,11539812,train
ENSG00000196209,1.8258730434782608,1.56885,SIRPB2,20,-,1491407,train
ENSG00000196214,4.697524782608695,4.5387,ZNF766,19,+,52269579,train
ENSG00000196218,0.5962599999999999,0.3806,RYR1,19,+,38433676,train
ENSG00000196220,1.18386,1.11625,SRGAP3,3,-,9249623,train
ENSG00000196227,5.227695652173913,4.899,FAM217B,20,+,59933764,train
ENSG00000196228,2.209642173913044,0.7946,SULT1C3,2,+,108239968,train
ENSG00000196230,104.81134391304349,93.04,TUBB,6,+,30720342,train
ENSG00000196233,5.893128695652173,5.63445,LCOR,10,+,96832917,train
ENSG00000196235,13.476968695652172,12.43625,SUPT5H,19,+,39445567,train
ENSG00000196236,4.312692173913043,4.0997,XPNPEP3,22,+,40857076,train
ENSG00000196242,0.0062791304347826,0.0034,OR2C3,1,-,247536440,train
ENSG00000196247,6.370476086956521,5.9502,ZNF107,7,+,64666125,test
ENSG00000196248,0.007761304347826,0.0,OR10S1,11,-,123978073,train
ENSG00000196260,58.350520869565216,49.542950000000005,SFTA2,6,-,30932147,train
ENSG00000196262,68.82851652173913,64.4245,PPIA,7,+,44796677,train
ENSG00000196263,1.7193921739130438,1.3875,ZNF471,19,+,56507846,train
ENSG00000196267,2.525491739130435,2.34065,ZNF836,19,-,52171443,train
ENSG00000196268,4.505860434782609,3.8834,ZNF493,19,+,21397106,train
ENSG00000196275,0.5163791304347827,0.4686,GTF2IRD2,7,-,74807049,valid
ENSG00000196277,0.1662108695652173,0.099,GRM7,3,+,6861107,train
ENSG00000196284,2.36680695652174,2.23275,SUPT3H,6,-,45377860,train
ENSG00000196289,0.0695969565217391,0.03935,BECN2,1,+,241957767,train
ENSG00000196290,11.913164782608696,11.2683,NIF3L1,2,+,200889333,train
ENSG00000196296,0.7113295652173912,0.5640499999999999,ATP2A1,16,+,28878480,train
ENSG00000196313,3.4747321739130435,3.33245,POM121,7,+,72879349,train
ENSG00000196323,9.221971739130437,9.10195,ZBTB44,11,-,130314858,train
ENSG00000196329,1.3495143478260867,1.15525,GIMAP5,7,+,150737565,train
ENSG00000196335,1.8568965217391304,1.3202,STK31,7,+,23710235,valid
ENSG00000196337,0.0592591304347826,0.0366999999999999,CGB7,19,-,49065015,train
ENSG00000196338,0.4930452173913043,0.43725,NLGN3,X,+,71144817,train
ENSG00000196341,0.1118786956521739,0.007,OR8D1,11,-,124310837,train
ENSG00000196344,0.2843552173913043,0.06285,ADH7,4,-,99435296,train
ENSG00000196350,0.1575204347826087,0.0,ZNF729,19,+,22286434,train
ENSG00000196352,62.910157391304345,48.3321,CD55,1,+,207321668,train
ENSG00000196353,0.9333495652173912,0.57315,CPNE4,3,-,132035004,train
ENSG00000196357,1.7197882608695652,1.63435,ZNF565,19,-,36214645,train
ENSG00000196358,0.425555652173913,0.2764999999999999,NTNG2,9,+,132161673,train
ENSG00000196361,0.0511239130434782,0.00575,ELAVL3,19,-,11481044,train
ENSG00000196363,9.210744347826088,8.6586,WDR5,9,+,134136063,valid
ENSG00000196365,13.44731782608696,12.8104,LONP1,19,-,5720112,train
ENSG00000196367,10.483209565217388,10.29365,TRRAP,7,+,98878525,train
ENSG00000196368,0.4968869565217391,0.3016999999999999,NUDT11,X,-,51496516,train
ENSG00000196369,0.9331395652173914,0.89505,SRGAP2B,1,-,144955446,train
ENSG00000196371,2.290627391304348,1.89855,FUT4,11,+,94544376,train
ENSG00000196372,6.181716956521739,5.89635,ASB13,10,-,5666552,train
ENSG00000196376,0.2071339130434782,0.1412,SLC35F1,6,+,117907226,train
ENSG00000196378,2.947731304347826,2.70795,ZNF34,8,-,144787275,train
ENSG00000196387,5.285551304347827,5.0857,ZNF140,12,+,133080891,train
ENSG00000196388,1.7969591304347825,1.7095,INCA1,17,-,4997578,train
ENSG00000196391,0.8644452173913044,0.75115,ZNF774,15,+,90352239,train
